year_code,element_name,item_name,total_value
2009,Yield,Raw hides and skins of goats or kids,28
2009,Yield,Raw hides and skins of sheep or lambs,33
2009,Yield,Raw milk of cattle,93263
2009,Yield,Raw milk of goats,953
2009,Yield,Rice,79413
2009,Yield,Rye,16982
2009,Yield,Safflower seed,16387
2009,Yield,"Seed cotton, unginned",21062
2009,Yield,Sorghum,43534
2009,Yield,Sour cherries,113248
2009,Yield,Soya beans,29595
2009,Yield,Spinach,214284
2009,Yield,Strawberries,540698
2009,Yield,String beans,83919
2009,Yield,Sugar beet,581309
2009,Yield,Sugar cane,780623
2009,Yield,Sunflower seed,17422
2009,Yield,Sweet potatoes,225200
2009,Yield,"Tangerines, mandarins, clementines",224677
2009,Yield,Taro,100556
2009,Yield,Tomatoes,877269
2009,Yield,Unmanufactured tobacco,26042
2009,Yield,"Walnuts, in shell",40818
2009,Yield,Watermelons,352006
2009,Yield,Wheat,29897
2010,Yield,"Almonds, in shell",45371
2010,Yield,Apples,309087
2010,Yield,Apricots,122471
2010,Yield,Artichokes,134674
2010,Yield,Asparagus,31986
2010,Yield,Avocados,65208
2010,Yield,Bananas,181438
2010,Yield,Barley,39339
2010,Yield,"Beans, dry",19343
2010,Yield,Blueberries,66220
2010,Yield,"Broad beans and horse beans, green",32006
2010,Yield,Buckwheat,10223
2010,Yield,Cabbages,392543
2010,Yield,Cantaloupes and other melons,280314
2010,Yield,Carrots and turnips,421786
2010,Yield,Cauliflowers and broccoli,175286
2010,Yield,Cherries,82575
2010,Yield,"Chick peas, dry",15082
2010,Yield,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",308284
2010,Yield,"Coffee, green",15647
2010,Yield,"Cow peas, dry",20052
2010,Yield,Cranberries,198212
2010,Yield,Cucumbers and gherkins,164708
2010,Yield,Dates,84429
2010,Yield,Eggplants (aubergines),357028
2010,Yield,Figs,106647
2010,Yield,"Ginger, raw",348129
2010,Yield,Grapes,175944
2010,Yield,Green corn (maize),159927
2010,Yield,Green garlic,183989
2010,Yield,"Groundnuts, excluding shelled",37124
2010,Yield,"Hazelnuts, in shell",21644
2010,Yield,"Hen eggs in shell, fresh",159476
2010,Yield,Hop cones,23462
2010,Yield/Carcass Weight,"Horse meat, fresh or chilled",2591
2010,Yield,Kiwi fruit,174500
2010,Yield,Lemons and limes,346875
2010,Yield,"Lentils, dry",15305
2010,Yield,Lettuce and chicory,386480
2010,Yield,Linseed,13598
2010,Yield,Maize (corn),95757
2010,Yield,"Mangoes, guavas and mangosteens",125532
2010,Yield/Carcass Weight,"Meat of cattle with the bone, fresh or chilled",3350
2010,Yield/Carcass Weight,"Meat of chickens, fresh or chilled",19306
2010,Yield/Carcass Weight,"Meat of ducks, fresh or chilled",22253
2010,Yield/Carcass Weight,"Meat of goat, fresh or chilled",147
2010,Yield/Carcass Weight,"Meat of pig with the bone, fresh or chilled",923
2010,Yield/Carcass Weight,"Meat of sheep, fresh or chilled",299
2010,Yield/Carcass Weight,"Meat of turkeys, fresh or chilled",105524
2010,Yield,Millet,17809
2010,Yield,Mustard seed,9753
2010,Yield,Oats,23172
2010,Yield,Okra,77155
2010,Yield,Olives,128272
2010,Yield,"Onions and shallots, dry (excluding dehydrated)",552620
2010,Yield,Oranges,287467
2010,Yield,"Other beans, green",32877
2010,Yield,Other berries and fruits of the genus vaccinium n.e.c.,81098
2010,Yield,"Other citrus fruit, n.e.c.",195557
2010,Yield,"Other fruits, n.e.c.",125532
2010,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",21893
2010,Yield,"Other vegetables, fresh n.e.c.",797539
2010,Yield,Papayas,250055
2010,Yield,Peaches and nectarines,211032
2010,Yield,Pears,325693
2010,Yield,"Peas, dry",22405
2010,Yield,"Peas, green",44890
2010,Yield,Pineapples,323586
2010,Yield,"Pistachios, in shell",42707
2010,Yield,Plums and sloes,138507
2010,Yield,Pomelos and grapefruits,364204
2010,Yield,Potatoes,449438
2010,Yield,"Pumpkins, squash and gourds",210824
2010,Yield,Rape or colza seed,19178
2010,Yield,Raspberries,94820
2010,Yield,Raw hides and skins of cattle,306
2010,Yield,Raw hides and skins of goats or kids,28
2010,Yield,Raw hides and skins of sheep or lambs,32
2010,Yield,Raw milk of cattle,95898
2010,Yield,Raw milk of goats,941
2010,Yield,Rice,75375
2010,Yield,Rye,17388
2010,Yield,Safflower seed,14793
2010,Yield,"Seed cotton, unginned",21881
2010,Yield,Sorghum,45118
2010,Yield,Sour cherries,59863
2010,Yield,Soya beans,29243
2010,Yield,Spinach,201177
2010,Yield,Strawberries,561968
2010,Yield,String beans,81136
2010,Yield,Sugar beet,621142
2010,Yield,Sugar cane,698951
2010,Yield,Sunflower seed,16363
2010,Yield,Sweet potatoes,228628
2010,Yield,"Tangerines, mandarins, clementines",291709
2010,Yield,Taro,93158
2010,Yield,Tomatoes,885396
2010,Yield,Unmanufactured tobacco,23851
2010,Yield,"Walnuts, in shell",44307
2010,Yield,Watermelons,348316
2010,Yield,Wheat,31167
2011,Yield,"Almonds, in shell",56883
2011,Yield,Apples,319842
2011,Yield,Apricots,126072
2011,Yield,Artichokes,151299
2011,Yield,Asparagus,34294
2011,Yield,Avocados,84676
2011,Yield,Bananas,194889
2011,Yield,Barley,37160
2011,Yield,"Beans, dry",19089
2011,Yield,Blueberries,67778
2011,Yield,"Broad beans and horse beans, green",31478
2011,Yield,Buckwheat,10289
2011,Yield,Cabbages,384062
2011,Yield,Cantaloupes and other melons,291536
2011,Yield,Carrots and turnips,383489
2011,Yield,Cauliflowers and broccoli,174120
2011,Yield,Cherries,87353
2011,Yield,"Chick peas, dry",18350
2011,Yield,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",330588
2011,Yield,"Coffee, green",13518
2011,Yield,"Cow peas, dry",16212
2011,Yield,Cranberries,224575
2011,Yield,Cucumbers and gherkins,154322
2011,Yield,Dates,90500
2011,Yield,Eggplants (aubergines),363183
2011,Yield,Figs,100782
2011,Yield,"Ginger, raw",370488
2011,Yield,Grapes,173894
2011,Yield,Green corn (maize),159815
2011,Yield,Green garlic,187318
2011,Yield,"Groundnuts, excluding shelled",37948
2011,Yield,"Hazelnuts, in shell",30282
2011,Yield,"Hen eggs in shell, fresh",161018
2011,Yield,Hop cones,24377
2011,Yield/Carcass Weight,"Horse meat, fresh or chilled",2591
2011,Yield,Kiwi fruit,201182
2011,Yield,Lemons and limes,371599
2011,Yield,"Lentils, dry",12905
2011,Yield,Lettuce and chicory,387191
2011,Yield,Linseed,20252
2011,Yield,Maize (corn),92146
2011,Yield,"Mangoes, guavas and mangosteens",191556
2011,Yield/Carcass Weight,"Meat of cattle with the bone, fresh or chilled",3411
2011,Yield/Carcass Weight,"Meat of chickens, fresh or chilled",19705
2011,Yield/Carcass Weight,"Meat of ducks, fresh or chilled",22244
2011,Yield/Carcass Weight,"Meat of goat, fresh or chilled",147
2011,Yield/Carcass Weight,"Meat of pig with the bone, fresh or chilled",931
2011,Yield/Carcass Weight,"Meat of sheep, fresh or chilled",308
2011,Yield/Carcass Weight,"Meat of turkeys, fresh or chilled",106404
2011,Yield,Millet,15169
2011,Yield,Mustard seed,8050
2011,Yield,Oats,20547
2011,Yield,Okra,77791
2011,Yield,Olives,38461
2011,Yield,"Onions and shallots, dry (excluding dehydrated)",562600
2011,Yield,Oranges,317467
2011,Yield,"Other beans, green",31766
2011,Yield,Other berries and fruits of the genus vaccinium n.e.c.,81317
2011,Yield,"Other citrus fruit, n.e.c.",201176
2011,Yield,"Other fruits, n.e.c.",191556
2011,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",20978
2011,Yield,"Other vegetables, fresh n.e.c.",769581
2011,Yield,Papayas,246635
2011,Yield,Peaches and nectarines,207113
2011,Yield,Pears,397950
2011,Yield,"Peas, dry",18392
2011,Yield,"Peas, green",50167
2011,Yield,Pineapples,308772
2011,Yield,"Pistachios, in shell",32527
2011,Yield,Plums and sloes,167205
2011,Yield,Pomelos and grapefruits,380844
2011,Yield,Potatoes,446923
2011,Yield,"Pumpkins, squash and gourds",219918
2011,Yield,Rape or colza seed,16589
2011,Yield,Raspberries,120751
2011,Yield,Raw hides and skins of cattle,311
2011,Yield,Raw hides and skins of goats or kids,28
2011,Yield,Raw hides and skins of sheep or lambs,33
2011,Yield,Raw milk of cattle,96771
2011,Yield,Raw milk of goats,939
2011,Yield,Rice,79209
2011,Yield,Rye,15891
2011,Yield,Safflower seed,14938
2011,Yield,"Seed cotton, unginned",25448
2011,Yield,Sorghum,33888
2011,Yield,Sour cherries,72137
2011,Yield,Soya beans,28232
2011,Yield,Spinach,219131
2011,Yield,Strawberries,568041
2011,Yield,String beans,82271
2011,Yield,Sugar beet,533929
2011,Yield,Sugar cane,750762
2011,Yield,Sunflower seed,15671
2011,Yield,Sweet potatoes,233019
2011,Yield,"Tangerines, mandarins, clementines",304932
2011,Yield,Taro,94898
2011,Yield,Tomatoes,924535
2011,Yield,Unmanufactured tobacco,20630
2011,Yield,"Walnuts, in shell",38997
2011,Yield,Watermelons,344409
2011,Yield,Wheat,29422
2012,Yield,"Almonds, in shell",49871
2012,Yield,Apples,309933
2012,Yield,Apricots,120089
2012,Yield,Artichokes,162847
2012,Yield,Asparagus,33711
2012,Yield,Avocados,95398
2012,Yield,Bananas,181845
2012,Yield,Barley,35986
2012,Yield,"Beans, dry",21168
2012,Yield,Blueberries,68621
2012,Yield,"Broad beans and horse beans, green",30714
2012,Yield,Buckwheat,10446
2012,Yield,Cabbages,389704
2012,Yield,Cantaloupes and other melons,282059
2012,Yield,Carrots and turnips,403675
2012,Yield,Cauliflowers and broccoli,187387
2012,Yield,Cherries,110022
2012,Yield,"Chick peas, dry",18103
2012,Yield,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",340184
2012,Yield,"Coffee, green",12859
2012,Yield,"Cow peas, dry",18658
2012,Yield,Cranberries,223751
2012,Yield,Cucumbers and gherkins,162235
2012,Yield,Dates,79228
2012,Yield,Eggplants (aubergines),369337
2012,Yield,Figs,106013
2012,Yield,"Ginger, raw",353458
2012,Yield,Grapes,165831
2012,Yield,Green corn (maize),168946
2012,Yield,Green garlic,186581
2012,Yield,"Groundnuts, excluding shelled",47195
2012,Yield,"Hazelnuts, in shell",30249
2012,Yield,"Hen eggs in shell, fresh",162347
2012,Yield,Hop cones,21502
2012,Yield/Carcass Weight,"Horse meat, fresh or chilled",2500
2012,Yield,Kiwi fruit,197729
2012,Yield,Lemons and limes,417334
2012,Yield,"Lentils, dry",13206
2012,Yield,Lettuce and chicory,364587
2012,Yield,Linseed,10831
2012,Yield,Maize (corn),77270
2012,Yield,"Mangoes, guavas and mangosteens",198760
2012,Yield/Carcass Weight,"Meat of cattle with the bone, fresh or chilled",3519
2012,Yield/Carcass Weight,"Meat of chickens, fresh or chilled",19863
2012,Yield/Carcass Weight,"Meat of ducks, fresh or chilled",22279
2012,Yield/Carcass Weight,"Meat of goat, fresh or chilled",147
2012,Yield/Carcass Weight,"Meat of pig with the bone, fresh or chilled",932
2012,Yield/Carcass Weight,"Meat of sheep, fresh or chilled",321
2012,Yield/Carcass Weight,"Meat of turkeys, fresh or chilled",108185
2012,Yield,Millet,8406
2012,Yield,Mustard seed,7041
2012,Yield,Oats,21944
2012,Yield,Okra,78428
2012,Yield,Olives,81517
2012,Yield,"Onions and shallots, dry (excluding dehydrated)",545582
2012,Yield,Oranges,336472
2012,Yield,"Other beans, green",41585
2012,Yield,Other berries and fruits of the genus vaccinium n.e.c.,81469
2012,Yield,"Other citrus fruit, n.e.c.",285171
2012,Yield,"Other fruits, n.e.c.",216887
2012,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",21096
2012,Yield,"Other vegetables, fresh n.e.c.",763408
2012,Yield,Papayas,230150
2012,Yield,Peaches and nectarines,201620
2012,Yield,Pears,384011
2012,Yield,"Peas, dry",19842
2012,Yield,"Peas, green",46938
2012,Yield,Pineapples,300000
2012,Yield,"Pistachios, in shell",37404
2012,Yield,Plums and sloes,162935
2012,Yield,Pomelos and grapefruits,416681
2012,Yield,Potatoes,457762
2012,Yield,"Pumpkins, squash and gourds",235597
2012,Yield,Rape or colza seed,15612
2012,Yield,Raspberries,108631
2012,Yield,Raw hides and skins of cattle,321
2012,Yield,Raw hides and skins of goats or kids,28
2012,Yield,Raw hides and skins of sheep or lambs,34
2012,Yield,Raw milk of cattle,98527
2012,Yield,Raw milk of goats,939
2012,Yield,Rice,83651
2012,Yield,Rye,16425
2012,Yield,Safflower seed,12178
2012,Yield,"Seed cotton, unginned",27251
2012,Yield,Sorghum,31131
2012,Yield,Sour cherries,25602
2012,Yield,Soya beans,26867
2012,Yield,Spinach,183963
2012,Yield,Strawberries,586593
2012,Yield,String beans,87405
2012,Yield,Sugar beet,655763
2012,Yield,Sugar cane,800565
2012,Yield,Sunflower seed,16667
2012,Yield,Sweet potatoes,234472
2012,Yield,"Tangerines, mandarins, clementines",308095
2012,Yield,Taro,99250
2012,Yield,Tomatoes,948245
2012,Yield,Unmanufactured tobacco,24710
2012,Yield,"Walnuts, in shell",45484
2012,Yield,Watermelons,349949
2012,Yield,Wheat,31154
2013,Yield,"Almonds, in shell",50375
2013,Yield,Apples,362135
2013,Yield,Apricots,126099
2013,Yield,Artichokes,151568
2013,Yield,Asparagus,34874
2013,Yield,Avocados,67067
2013,Yield,Bananas,181923
2013,Yield,Barley,38358
2013,Yield,"Beans, dry",20927
2013,Yield,Blueberries,75180
2013,Yield,"Broad beans and horse beans, green",29898
2013,Yield,Buckwheat,10452
2013,Yield,Cabbages,409871
2013,Yield,Cantaloupes and other melons,293910
2013,Yield,Carrots and turnips,414078
2013,Yield,Cauliflowers and broccoli,186590
2013,Yield,Cherries,82627
2013,Yield,"Chick peas, dry",18249
2013,Yield,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",322513
2013,Yield,"Coffee, green",9569
2013,Yield,"Cow peas, dry",18459
2013,Yield,Cranberries,239059
2013,Yield,Cucumbers and gherkins,158786
2013,Yield,Dates,83391
2013,Yield,Eggplants (aubergines),375491
2013,Yield,Figs,105672
2013,Yield,"Ginger, raw",342519
2013,Yield,Grapes,185714
2013,Yield,Green corn (maize),164202
2013,Yield,Green garlic,181386
2013,Yield,"Groundnuts, excluding shelled",44846
2013,Yield,"Hazelnuts, in shell",33624
2013,Yield,"Hen eggs in shell, fresh",163107
2013,Yield,Hop cones,21996
2013,Yield/Carcass Weight,"Horse meat, fresh or chilled",2500
2013,Yield,Kiwi fruit,158669
2013,Yield,Lemons and limes,378599
2013,Yield,"Lentils, dry",16212
2013,Yield,Lettuce and chicory,343951
2013,Yield,Linseed,12247
2013,Yield,Maize (corn),99256
2013,Yield,"Mangoes, guavas and mangosteens",246420
2013,Yield/Carcass Weight,"Meat of cattle with the bone, fresh or chilled",3535
2013,Yield/Carcass Weight,"Meat of chickens, fresh or chilled",20115
2013,Yield/Carcass Weight,"Meat of ducks, fresh or chilled",22407
2013,Yield/Carcass Weight,"Meat of goat, fresh or chilled",147
2013,Yield/Carcass Weight,"Meat of pig with the bone, fresh or chilled",938
2013,Yield/Carcass Weight,"Meat of sheep, fresh or chilled",303
2013,Yield/Carcass Weight,"Meat of turkeys, fresh or chilled",109996
2013,Yield,Millet,16194
2013,Yield,Mustard seed,9487
2013,Yield,Oats,22978
2013,Yield,Okra,79064
2013,Yield,Olives,93033
2013,Yield,"Onions and shallots, dry (excluding dehydrated)",544622
2013,Yield,Oranges,305243
2013,Yield,"Other beans, green",37669
2013,Yield,Other berries and fruits of the genus vaccinium n.e.c.,81872
2013,Yield,"Other citrus fruit, n.e.c.",258701
2013,Yield,"Other fruits, n.e.c.",249500
2013,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",19542
2013,Yield,"Other vegetables, fresh n.e.c.",700645
2013,Yield,Papayas,208688
2013,Yield,Peaches and nectarines,190426
2013,Yield,Pears,396419
2013,Yield,"Peas, dry",21967
2013,Yield,"Peas, green",44762
2013,Yield,Pineapples,286667
2013,Yield,"Pistachios, in shell",25951
2013,Yield,Plums and sloes,115526
2013,Yield,Pomelos and grapefruits,378007
2013,Yield,Potatoes,463577
2013,Yield,"Pumpkins, squash and gourds",215798
2013,Yield,Rape or colza seed,19584
2013,Yield,Raspberries,110642
2013,Yield,Raw hides and skins of cattle,322
2013,Yield,Raw hides and skins of goats or kids,28
2013,Yield,Raw hides and skins of sheep or lambs,32
2013,Yield,Raw milk of cattle,98956
2013,Yield,Raw milk of goats,939
2013,Yield,Rice,86232
2013,Yield,Rye,17219
2013,Yield,Safflower seed,13804
2013,Yield,"Seed cotton, unginned",24977
2013,Yield,Sorghum,37396
2013,Yield,Sour cherries,86435
2013,Yield,Soya beans,29615
2013,Yield,Spinach,189463
2013,Yield,Strawberries,565344
2013,Yield,String beans,88453
2013,Yield,Sugar beet,636939
2013,Yield,Sugar cane,757099
2013,Yield,Sunflower seed,15472
2013,Yield,Sweet potatoes,245411
2013,Yield,"Tangerines, mandarins, clementines",279499
2013,Yield,Taro,96875
2013,Yield,Tomatoes,907328
2013,Yield,Unmanufactured tobacco,22802
2013,Yield,"Walnuts, in shell",39390
2013,Yield,Watermelons,356144
2013,Yield,Wheat,31673
2014,Yield,"Almonds, in shell",43897
2014,Yield,Apples,416171
2014,Yield,Apricots,134508
2014,Yield,Artichokes,145932
2014,Yield,Asparagus,34995
2014,Yield,Avocados,75023
2014,Yield,Bananas,187701
2014,Yield,Barley,39115
2014,Yield,"Beans, dry",19655
2014,Yield,Blueberries,76537
2014,Yield,"Broad beans and horse beans, green",28428
2014,Yield,Buckwheat,10641
2014,Yield,Cabbages,397237
2014,Yield,Cantaloupes and other melons,267697
2014,Yield,Carrots and turnips,416365
2014,Yield,Cauliflowers and broccoli,187164
2014,Yield,Cherries,90868
2014,Yield,"Chick peas, dry",14839
2014,Yield,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",358062
2014,Yield,"Coffee, green",9068
2014,Yield,"Cow peas, dry",17903
2014,Yield,Cranberries,231904
2014,Yield,Cucumbers and gherkins,162005
2014,Yield,Dates,74870
2014,Yield,Eggplants (aubergines),379511
2014,Yield,Figs,106954
2014,Yield,"Ginger, raw",336631
2014,Yield,Grapes,170855
2014,Yield,Green corn (maize),162780
2014,Yield,Green garlic,182191
2014,Yield,"Groundnuts, excluding shelled",43975
2014,Yield,"Hazelnuts, in shell",26900
2014,Yield,"Hen eggs in shell, fresh",164080
2014,Yield,Hop cones,20934
2014,Yield/Carcass Weight,"Horse meat, fresh or chilled",2523
2014,Yield,Kiwi fruit,155847
2014,Yield,Lemons and limes,340184
2014,Yield,"Lentils, dry",14914
2014,Yield,Lettuce and chicory,353519
2014,Yield,Linseed,13234
2014,Yield,Maize (corn),107326
2014,Yield,"Mangoes, guavas and mangosteens",201481
2014,Yield/Carcass Weight,"Meat of cattle with the bone, fresh or chilled",3791
2014,Yield/Carcass Weight,"Meat of chickens, fresh or chilled",20450
2014,Yield/Carcass Weight,"Meat of ducks, fresh or chilled",22527
2014,Yield/Carcass Weight,"Meat of goat, fresh or chilled",147
2014,Yield/Carcass Weight,"Meat of pig with the bone, fresh or chilled",969
2014,Yield/Carcass Weight,"Meat of sheep, fresh or chilled",303
2014,Yield/Carcass Weight,"Meat of turkeys, fresh or chilled",110335
2014,Yield,Millet,17572
2014,Yield,Mustard seed,10420
2014,Yield,Oats,24338
2014,Yield,Okra,78997
2014,Yield,Olives,57559
2014,Yield,"Onions and shallots, dry (excluding dehydrated)",559495
2014,Yield,Oranges,256368
2014,Yield,"Other beans, green",40712
2014,Yield,Other berries and fruits of the genus vaccinium n.e.c.,81580
2014,Yield,"Other citrus fruit, n.e.c.",249053
2014,Yield,"Other fruits, n.e.c.",192750
2014,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",21627
2014,Yield,"Other vegetables, fresh n.e.c.",713375
2014,Yield,Papayas,176359
2014,Yield,Peaches and nectarines,189712
2014,Yield,Pears,378134
2014,Yield,"Peas, dry",21376
2014,Yield,"Peas, green",43359
2014,Yield,Pineapples,282258
2014,Yield,"Pistachios, in shell",26068
2014,Yield,Plums and sloes,147853
2014,Yield,Pomelos and grapefruits,337702
2014,Yield,Potatoes,471507
2014,Yield,"Pumpkins, squash and gourds",241257
2014,Yield,Rape or colza seed,18085
2014,Yield,Raspberries,130827
2014,Yield,Raw hides and skins of cattle,346
2014,Yield,Raw hides and skins of goats or kids,28
2014,Yield,Raw hides and skins of sheep or lambs,32
2014,Yield,Raw milk of cattle,100966
2014,Yield,Raw milk of goats,1010
2014,Yield,Rice,84919
2014,Yield,Rye,17490
2014,Yield,Safflower seed,13740
2014,Yield,"Seed cotton, unginned",25886
2014,Yield,Sorghum,42417
2014,Yield,Sour cherries,90085
2014,Yield,Soya beans,31977
2014,Yield,Spinach,185697
2014,Yield,Strawberries,565836
2014,Yield,String beans,85396
2014,Yield,Sugar beet,611797
2014,Yield,Sugar cane,785279
2014,Yield,Sunflower seed,16470
2014,Yield,Sweet potatoes,245277
2014,Yield,"Tangerines, mandarins, clementines",280501
2014,Yield,Taro,98000
2014,Yield,Tomatoes,971661
2014,Yield,Unmanufactured tobacco,25963
2014,Yield,"Walnuts, in shell",44138
2014,Yield,Watermelons,334838
2014,Yield,Wheat,29378
2015,Yield,"Almonds, in shell",38580
2015,Yield,Apples,347767
2015,Yield,Apricots,97072
2015,Yield,Artichokes,151418
2015,Yield,Asparagus,36390
2015,Yield,Avocados,86599
2015,Yield,Bananas,161994
2015,Yield,Barley,37083
2015,Yield,"Beans, dry",19729
2015,Yield,Blueberries,69881
2015,Yield,"Broad beans and horse beans, green",27902
2015,Yield,Buckwheat,10510
2015,Yield,Cabbages,379913
2015,Yield,Cantaloupes and other melons,291944
2015,Yield,Carrots and turnips,414167
2015,Yield,Cauliflowers and broccoli,197298
2015,Yield,Cherries,84447
2015,Yield,"Chick peas, dry",13924
2015,Yield,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",350849
2015,Yield,"Coffee, green",8566
2015,Yield,"Cow peas, dry",17991
2015,Yield,Cranberries,234661
2015,Yield,Cucumbers and gherkins,158717
2015,Yield,Dates,85666
2015,Yield,Eggplants (aubergines),386055
2015,Yield,Figs,111042
2015,Yield,"Ginger, raw",335079
2015,Yield,Grapes,168279
2015,Yield,Green corn (maize),216208
2015,Yield,Green garlic,181824
2015,Yield,"Groundnuts, excluding shelled",44423
2015,Yield,"Hazelnuts, in shell",20440
2015,Yield,"Hen eggs in shell, fresh",163625
2015,Yield,Hop cones,20254
2015,Yield/Carcass Weight,"Horse meat, fresh or chilled",2542
2015,Yield,Kiwi fruit,120000
2015,Yield,Lemons and limes,366443
2015,Yield,"Lentils, dry",12424
2015,Yield,Lettuce and chicory,359216
2015,Yield,Linseed,13895
2015,Yield,Maize (corn),105723
2015,Yield,"Mangoes, guavas and mangosteens",207787
2015,Yield/Carcass Weight,"Meat of cattle with the bone, fresh or chilled",3689
2015,Yield/Carcass Weight,"Meat of chickens, fresh or chilled",20858
2015,Yield/Carcass Weight,"Meat of ducks, fresh or chilled",22486
2015,Yield/Carcass Weight,"Meat of goat, fresh or chilled",147
2015,Yield/Carcass Weight,"Meat of pig with the bone, fresh or chilled",963
2015,Yield/Carcass Weight,"Meat of sheep, fresh or chilled",304
2015,Yield/Carcass Weight,"Meat of turkeys, fresh or chilled",109826
2015,Yield,Millet,18983
2015,Yield,Mustard seed,7523
2015,Yield,Oats,25168
2015,Yield,Okra,78634
2015,Yield,Olives,111455
2015,Yield,"Onions and shallots, dry (excluding dehydrated)",631237
2015,Yield,Oranges,247290
2015,Yield,"Other beans, green",47282
2015,Yield,Other berries and fruits of the genus vaccinium n.e.c.,81591
2015,Yield,"Other citrus fruit, n.e.c.",224959
2015,Yield,"Other fruits, n.e.c.",172037
2015,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",15095
2015,Yield,"Other vegetables, fresh n.e.c.",692326
2015,Yield,Papayas,204745
2015,Yield,Peaches and nectarines,189487
2015,Yield,Pears,375837
2015,Yield,"Peas, dry",18915
2015,Yield,"Peas, green",87407
2015,Yield,Pineapples,282827
2015,Yield,"Pistachios, in shell",12988
2015,Yield,Plums and sloes,159809
2015,Yield,Pomelos and grapefruits,303062
2015,Yield,Potatoes,469000
2015,Yield,"Pumpkins, squash and gourds",190919
2015,Yield,Rape or colza seed,18818
2015,Yield,Raspberries,145075
2015,Yield,Raw hides and skins of cattle,337
2015,Yield,Raw hides and skins of goats or kids,28
2015,Yield,Raw hides and skins of sheep or lambs,32
2015,Yield,Raw milk of cattle,101665
2015,Yield,Raw milk of goats,1008
2015,Yield,Rice,83722
2015,Yield,Rye,20043
2015,Yield,Safflower seed,15092
2015,Yield,"Seed cotton, unginned",25917
2015,Yield,Sorghum,47709
2015,Yield,Sour cherries,74410
2015,Yield,Soya beans,32289
2015,Yield,Spinach,175598
2015,Yield,Strawberries,592370
2015,Yield,String beans,93783
2015,Yield,Sugar beet,692254
2015,Yield,Sugar cane,811535
2015,Yield,Sunflower seed,18212
2015,Yield,Sweet potatoes,227059
2015,Yield,"Tangerines, mandarins, clementines",305105
2015,Yield,Taro,113571
2015,Yield,Tomatoes,894615
2015,Yield,Unmanufactured tobacco,24527
2015,Yield,"Walnuts, in shell",45282
2015,Yield,Watermelons,341403
2015,Yield,Wheat,29299
2016,Yield,"Almonds, in shell",41213
2016,Yield,Apples,391856
2016,Yield,Apricots,130584
2016,Yield,Artichokes,162618
2016,Yield,Asparagus,36050
2016,Yield,Avocados,53635
2016,Yield,Bananas,115204
2016,Yield,Barley,41931
2016,Yield,"Beans, dry",20648
2016,Yield,Blueberries,71697
2016,Yield,"Broad beans and horse beans, green",29046
2016,Yield,Buckwheat,10456
2016,Yield,Cabbages,438013
2016,Yield,Cantaloupes and other melons,300469
2016,Yield,Carrots and turnips,459075
2016,Yield,Cauliflowers and broccoli,193669
2016,Yield,Cherries,86902
2016,Yield,"Chick peas, dry",19079
2016,Yield,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",338497
2016,Yield,"Coffee, green",6926
2016,Yield,"Cow peas, dry",18162
2016,Yield,Cranberries,260029
2016,Yield,Cucumbers and gherkins,169262
2016,Yield,Dates,68047
2016,Yield,Eggplants (aubergines),369320
2016,Yield,Figs,112776
2016,Yield,"Ginger, raw",347440
2016,Yield,Grapes,170904
2016,Yield,Green corn (maize),170175
2016,Yield,Green garlic,168128
2016,Yield,"Groundnuts, excluding shelled",40730
2016,Yield,"Hazelnuts, in shell",26659
2016,Yield,"Hen eggs in shell, fresh",165498
2016,Yield,Hop cones,19205
2016,Yield/Carcass Weight,"Horse meat, fresh or chilled",2554
2016,Yield,Kiwi fruit,171133
2016,Yield,Lemons and limes,371759
2016,Yield,"Lentils, dry",15846
2016,Yield,Lettuce and chicory,365324
2016,Yield,Linseed,15905
2016,Yield,Maize (corn),117433
2016,Yield,"Mangoes, guavas and mangosteens",211927
2016,Yield/Carcass Weight,"Meat of cattle with the bone, fresh or chilled",3690
2016,Yield/Carcass Weight,"Meat of chickens, fresh or chilled",21000
2016,Yield/Carcass Weight,"Meat of ducks, fresh or chilled",22594
2016,Yield/Carcass Weight,"Meat of goat, fresh or chilled",147
2016,Yield/Carcass Weight,"Meat of pig with the bone, fresh or chilled",957
2016,Yield/Carcass Weight,"Meat of sheep, fresh or chilled",302
2016,Yield/Carcass Weight,"Meat of turkeys, fresh or chilled",111529
2016,Yield,Millet,20448
2016,Yield,Mustard seed,10989
2016,Yield,Oats,23677
2016,Yield,Okra,78450
2016,Yield,Olives,99927
2016,Yield,"Onions and shallots, dry (excluding dehydrated)",635033
